,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,minimum_stay,popularity
4377,ออมนิ เทาเวอร์,Khlong Toei,13.73875,100.5529,Private room,1800,1,0,0.0,1,0,Short-Term,not_popular
4378,THE PERFECT CHARMING SUITE : 1BR/WIFI/POOL/MRT,Huai Khwang,13.75591,100.57622,Entire home/apt,1486,2,60,1.0,25,7,Short-Term,not_popular
4379,"Wow!! Nice condo BTS, Ekkamai-Thonglor!!!",Vadhana,13.73008,100.58607,Private room,10000,1,0,0.0,5,0,Short-Term,not_popular
4380,♥ Cozy room in 50's house with private bathroom  ♥,Phaya Thai,13.78947,100.53897,Private room,643,7,5,0.08,5,1,Short-Term,not_popular
4381,THE BEAUTY SKY SUITE  :1 BR /MRT /POOL/WIFI,Huai Khwang,13.75532,100.57583,Entire home/apt,1314,2,52,0.86,25,11,Short-Term,not_popular
4382,"Luxury Condo,Private, 47Sq.m. Ekkamai-Thonglor!",Vadhana,13.72984,100.58631,Private room,10000,2,2,0.03,5,0,Short-Term,not_popular
4383,Glossy Luxury Suite:2BR:2WC /WIFI/MRT/Hight floor,Huai Khwang,13.75949,100.57013,Entire home/apt,4500,1,87,1.45,25,17,Short-Term,not_popular
4384,New siam palace ville Hotel /Including breakfast,Phra Nakhon,13.76004,100.49328,Private room,1250,1,4,0.07,5,0,Short-Term,not_popular
4385,"Le Cote, Thonglor Soi 8",Vadhana,13.73111,100.58266,Entire home/apt,1199,28,48,0.82,2,6,Long-Term,not_popular
4386,15-Min from Dmk Apartment Net House (เน็ตเฮ้าส์),Lak Si,13.86146,100.55215,Private room,475,1,7,0.12,1,1,Short-Term,not_popular
4387,The modern room 92Sqm at heart of Thonglor+Parking,Vadhana,13.73175,100.58032,Private room,6000,1,0,0.0,1,0,Short-Term,not_popular
4388,Designer Luxury Modern 1 BR Condo@Sukhumvit Road,Vadhana,13.71451,100.60197,Entire home/apt,7000,30,3,0.05,1,0,Long-Term,not_popular
4389,40sqm - 1 BR Unit near BTS Ekamai / Thonglor,Khlong Toei,13.71626,100.58468,Entire home/apt,850,30,27,0.45,1,1,Long-Term,not_popular
4390,"1 bedroom unit  close to shopping, park and MRT.",Chatu Chak,13.80905,100.56808,Entire home/apt,700,30,0,0.0,1,0,Long-Term,not_popular
4391,Baan Onnut Condominium,Suanluang,13.71195,100.6359,Private room,1299,15,0,0.0,1,0,Short-Term,not_popular
4392,"Nice 3BR Apt, River Front view, near ""Asiatique""",Bang Kho laen,13.68766,100.51929,Entire home/apt,3250,7,9,0.15,5,1,Short-Term,not_popular
4393,Near Punnawithi BTS # Baan Mek Mok @ Sukhumvit 64,Phra Khanong,13.68998,100.60387,Entire home/apt,650,1,9,0.16,13,0,Short-Term,not_popular
4394,P Residence 2 bedroom apartment,Vadhana,13.73641,100.58442,Entire home/apt,1750,1,25,0.42,8,5,Short-Term,not_popular
4395,MC9 IDEO O2/BTS Bang Na,Bang Na,13.67461,100.60951,Private room,900,180,0,0.0,2,0,Long-Term,not_popular
4396,MC18 IDEO O2/BTS Bang Na,Bang Na,13.67432,100.60311,Private room,700,180,0,0.0,2,0,Long-Term,not_popular
4397,Luxury Room near BTS Bangchak with Pool & Gym,Phra Khanong,13.6985,100.6101,Entire home/apt,2000,1,0,0.0,53,0,Short-Term,not_popular
4398,lIKE HOME QUAD ROOM,Bang Rak,13.72994,100.51704,Private room,1320,1,1,0.02,7,0,Short-Term,not_popular
4399,Comfortable Condo(Rama 9 MRT) 2 Bedroom (3),Huai Khwang,13.75967,100.56717,Entire home/apt,3394,3,10,0.17,5,1,Short-Term,not_popular
4400,"Heart warming Studio, 1step to MRT, near Chatuchak",Bang Sue,13.81913,100.53221,Entire home/apt,731,7,60,1.0,22,9,Short-Term,not_popular
4401,cozy 1br/500m@BTS E5/Skytop pool/Gym/NetFlix/TM30,Khlong Toei,13.72534,100.56638,Entire home/apt,1608,14,103,1.74,19,6,Short-Term,popular
4402,Flora view condominium unit B7E,Suanluang,13.73645,100.64629,Entire home/apt,1800,2,8,0.14,1,1,Short-Term,not_popular
4403,BEST DOWNTOWN: Dream home in BANGKOK & speed WiFi,Vadhana,13.74086,100.55854,Entire home/apt,1800,100,12,0.2,1,0,Long-Term,not_popular
4404,Luxury Room near BTS Bangchak with Pool & Gym,Phra Khanong,13.6985,100.6101,Entire home/apt,2500,1,0,0.0,53,0,Short-Term,not_popular
4405,Luxury Room near BTS Bangchak with Pool & Gym,Phra Khanong,13.69957,100.61115,Entire home/apt,2500,1,0,0.0,53,0,Short-Term,not_popular
4406,Luxury Room near BTS Bangchak with Pool & Gym,Phra Khanong,13.69948,100.61122,Entire home/apt,2500,1,2,1.15,53,2,Short-Term,not_popular
4407,Duplex 2 bedroom on rooftop garden,Huai Khwang,13.76921,100.58103,Private room,5739,1,22,0.36,25,0,Short-Term,not_popular
4408,Unio Rama2-Thakham,Bang Khun thain,13.66102,100.44411,Private room,1290,1,0,0.0,1,0,Short-Term,not_popular
4409,Nice cheap condo in great area!,Huai Khwang,13.78725,100.57752,Entire home/apt,650,90,4,0.07,2,0,Long-Term,not_popular
4410,Luxuary Apartment by the Park + Free Transfer,Chatu Chak,13.80793,100.55733,Entire home/apt,971,30,19,0.32,4,1,Long-Term,not_popular
4411,"Private Room 4-Bed, 2 Mins Walk to MRT Subway",Din Daeng,13.75664,100.56423,Private room,1650,1,53,0.87,4,3,Short-Term,not_popular
4412,THE PARKLAND LAKESIDE WITH SWIMMING POOL,Bang Na,13.65364,100.64333,Private room,859,1,41,0.68,1,14,Short-Term,not_popular
4413,THE IMPRESSING STAR LIGHT 1 BR/WIFI/RAMA9/POOL/RC,Huai Khwang,13.75463,100.57397,Entire home/apt,1514,2,52,0.87,19,5,Short-Term,not_popular
4414,Luxury Condo in front of BTS Krung Thon Buri,Khlong San,13.72086,100.50157,Entire home/apt,999,20,0,0.0,1,0,Short-Term,not_popular
4415,CHARAN,Bangkok Noi,13.76259,100.47301,Private room,600,365,0,0.0,1,0,Long-Term,not_popular
4416,Henry's Hotel & Gastropub (Standard Single),Vadhana,13.74425,100.56354,Private room,990,1,3,0.05,1,0,Short-Term,not_popular
4417,Unique Thai-style · Central Bangkok · Sathorn· MRT,Sathon,13.72139,100.54884,Private room,900,1,71,1.18,4,8,Short-Term,not_popular
4418,791/143,Bang Kapi,13.77433,100.64372,Private room,500,30,0,0.0,1,0,Long-Term,not_popular
4419,nice & clean room 5G 好房清洁可住 特价 Book now Don't Miss,Bang Na,13.67607,100.60454,Entire home/apt,1200,14,5,0.12,2,0,Short-Term,not_popular
4420,"Spacious 2 bedrooms, Resort style in town near BTS",Khlong Toei,13.7079,100.59318,Private room,1277,6,38,0.66,1,3,Short-Term,not_popular
4421,Ekkamai - Pinocchio House :D,Vadhana,13.73708,100.58738,Private room,5000,1,49,0.81,5,0,Short-Term,not_popular
4422,Lady room (Air) 4 guests,Khlong San,13.722,100.50724,Shared room,1000,1,0,0.0,10,0,Short-Term,not_popular
4423,Condo I-House Laguna Garden RCA,Huai Khwang,13.75053,100.57912,Private room,1200,1,3,0.07,2,0,Short-Term,not_popular
4424,Cozy Condo + WIFI & Pool - 5 mins. to MRT/Subway,Chatu Chak,13.81619,100.57862,Entire home/apt,950,1,10,0.17,3,0,Short-Term,not_popular
4425,Exclusive POOL VIEW  1BR@BTS ONNUT★ ★ ★ ★ ★,Vadhana,13.71041,100.60161,Entire home/apt,3550,2,0,0.0,6,0,Short-Term,not_popular
4426,"SS Cozy Charoen Krung,  Ferris Wheels Night Market",Bang Kho laen,13.70185,100.50641,Entire home/apt,1039,2,69,1.17,1,0,Short-Term,not_popular
4427,Ram​a 9! MRT​ condo! 3mins​ Walk​ to​ Central​,Huai Khwang,13.76028,100.56888,Private room,2200,3,2,0.03,5,0,Short-Term,not_popular
4428,1 bedroom studio near bangkok old town,Bangkok Noi,13.76863,100.47372,Private room,900,1,3,0.05,1,0,Short-Term,not_popular
4429,"Light  Jatujak  for  4  People ,Quadruple",Chatu Chak,13.81301,100.55685,Private room,1440,1,0,0.0,3,0,Short-Term,not_popular
4430,Ram​a 9! MRT​ condo!​ Rca,Huai Khwang,13.7605,100.56942,Private room,2200,3,2,0.04,5,0,Short-Term,not_popular
4431,T.C.Green Rama9,Huai Khwang,13.75459,100.57369,Private room,1000,30,0,0.0,1,0,Long-Term,not_popular
4432,Kate homestay Bangsue WiFi,Bang Sue,13.81603,100.54105,Private room,485,7,1,0.02,6,0,Short-Term,not_popular
4433,Penthouse on Thong Lor,Huai Khwang,13.74514,100.58688,Entire home/apt,5541,28,4,0.07,2,0,Long-Term,not_popular
4434,Nice place - Bangkok - Asoke - Pecthburee -RAMA IX,Huai Khwang,13.74492,100.59868,Entire home/apt,1800,1,10,0.22,1,2,Short-Term,not_popular
4435,HAP@Sathorn 1BR Central near mrt Lumpini2,Sathon,13.72114,100.54748,Private room,900,1,98,1.65,4,14,Short-Term,not_popular
4436,"★ Cozy Home • Traditional Area, near River ★ #ML",Thon buri,13.73656,100.49631,Private room,3629,1,38,0.64,3,2,Short-Term,not_popular
4437,New/Cozy Studio Serviced Apartment rama 9 BKK,Suanluang,13.7419,100.62042,Private room,520,1,18,0.3,1,4,Short-Term,not_popular
4438,Great Value Private Room in Minburi+Wifi+Air-Con,Min Buri,13.79504,100.71351,Private room,500,1,3,0.05,2,0,Short-Term,not_popular
4439,Luxury condo in the city - accessible to arl&mrt,Ratchathewi,13.75033,100.5618,Entire home/apt,2000,15,10,0.17,1,0,Short-Term,not_popular
4440,Asoke Sukhunvit 15 Residence condo 1 bedroom,Vadhana,13.743,100.55921,Entire home/apt,2078,7,3,0.05,2,0,Short-Term,not_popular
4441,NOBLE THONGLOR Near BTS+ Fast WIFI + best location,Vadhana,13.74256,100.58441,Entire home/apt,1386,7,31,0.51,1,8,Short-Term,not_popular
4442,Asoke​ Sukhumvit​15Residence​! MRT​ &​terminal​21,Vadhana,13.74163,100.55761,Private room,1500,3,1,0.02,5,0,Short-Term,not_popular
4443,Near don mueang international airport (DMK),Don Mueang,13.88917,100.59221,Private room,843,1,26,0.63,5,2,Short-Term,not_popular
4444,Private Eco for 6 people,Vadhana,13.73034,100.58061,Private room,1910,1,3,0.05,9,0,Short-Term,not_popular
4445,"5 mins to Subway,  Malls, JODD FAIRS night market.",Huai Khwang,13.75426,100.56603,Private room,664,3,61,1.01,3,5,Short-Term,not_popular
4446,1 BR Condo Sukhumvit Rd. (BTS Ploenchit) Downtown,Khlong Toei,13.74061,100.55278,Entire home/apt,2000,4,12,0.24,2,0,Short-Term,not_popular
4447,PremiumRiverviewSuiteF3:55”4KTV Netflix+50MBWIFI,Rat Burana,13.68939,100.49205,Entire home/apt,881,28,42,0.69,19,3,Long-Term,not_popular
4448,Stylish private dorm  4 pax next to BTS Thonglor,Khlong Toei,13.72317,100.57868,Private room,2300,1,2,0.04,2,0,Short-Term,not_popular
4449,"★ Historical Area, nearby River ★ 4-6pp ★ #XL",Thon buri,13.73648,100.49635,Private room,3429,1,8,0.13,3,0,Short-Term,not_popular
4450,"Homey Legacy by the River. 2BR, wifi",Bangkok Noi,13.76335,100.4889,Private room,3786,3,5,0.08,4,0,Short-Term,not_popular
4451,Center of BKK - where you wish to stay in Bangkok!,Ratchathewi,13.75134,100.52738,Private room,1990,1,0,0.0,1,0,Short-Term,not_popular
4452,Townhouse for family or friends,Pra Wet,13.72879,100.68479,Private room,1000,3,1,0.02,1,0,Short-Term,not_popular
4453,Nature Twin Bed room 10 mins to DMK Airport,Lak Si,13.86998,100.58045,Private room,800,1,98,1.64,9,2,Short-Term,not_popular
4454,ROOF TOP POOL❤1 min to BTS Udomsuk❤BITEC❤IKEA,Bang Na,13.68155,100.61122,Entire home/apt,1573,3,21,0.35,16,4,Short-Term,not_popular
4455,"2 Mins walk BTS. 4pp walk Siam, MBK,CTW,WaterGate,",Ratchathewi,13.75206,100.52917,Entire home/apt,1521,1,127,2.14,39,12,Short-Term,popular
4456,WangHin,Lat Phrao,13.81161,100.59067,Private room,2500,1,0,0.0,3,0,Short-Term,not_popular
4457,"2B Spacious, good for familly, near Silom MRT &BTS",Bang Rak,13.72827,100.53891,Hotel room,2600,1,11,0.19,8,2,Short-Term,not_popular
4458,Villa lasalle,Bang Na,13.6546,100.64595,Private room,1000,14,0,0.0,1,0,Short-Term,not_popular
4459,506 Sleeping Child,Huai Khwang,13.78285,100.57826,Private room,350,2,4,0.07,8,0,Short-Term,not_popular
4460,Best Quality BED& BREAKFAST in old town,Phra Nakhon,13.74754,100.49679,Shared room,350,1,60,1.0,24,0,Short-Term,not_popular
4461,Choa Phraya Historical area- my Pinkloa house,Bang Phlat,13.76423,100.48984,Entire home/apt,4571,3,51,0.85,4,15,Short-Term,not_popular
4462,"Oriental comfy, peace,save, Suvarnabhumi Airport",Bang Kapi,13.75263,100.64451,Private room,529,1,0,0.0,1,0,Short-Term,not_popular
4463,กรุงเทพคอนโด 1 ห้องนอนสะอาดสดใส,Bang Khae,13.69891,100.40403,Private room,2531,1,1,0.02,1,0,Short-Term,not_popular
4464,Siamese Thirty Nine - 2 Bed Loft style apartment,Vadhana,13.73891,100.57147,Entire home/apt,3333,2,44,0.74,1,15,Short-Term,not_popular
4465,Walking distance to Sukhumvit soi 11 Netflix 40sqm,Ratchathewi,13.74864,100.557,Entire home/apt,1200,28,31,0.52,1,4,Long-Term,not_popular
4466,New siam palace ville Hotel /Including breakfast,Phra Nakhon,13.76023,100.49364,Private room,1250,1,2,0.03,5,0,Short-Term,not_popular
4467,"1 min BTS station. Siam,MBK, CentralWorld near. ญก",Ratchathewi,13.75236,100.52928,Private room,1378,1,51,0.87,31,8,Short-Term,not_popular
4468,2BR Centric Ratchada@MRT Huai Khwang by Triple B,Huai Khwang,13.78032,100.57402,Entire home/apt,2857,30,3,0.06,3,0,Long-Term,not_popular
4469,Room nearby ASIATIQUE,Bang Kho laen,13.70256,100.50415,Entire home/apt,910,30,18,0.32,1,5,Long-Term,not_popular
4470,1Br Silom-Sathorn Bkk@BTS Chong Nonsi by Triple B,Bang Rak,13.7236,100.52676,Entire home/apt,2429,14,36,0.61,3,5,Short-Term,not_popular
4471,"BITEC Double, 5 mins to Udomsuk BTS train",Bang Na,13.68065,100.6126,Entire home/apt,1400,7,18,0.34,6,1,Short-Term,not_popular
4472,NBH.@ Prannok,Bangkok Noi,13.75495,100.47339,Private room,650,2,30,0.5,2,3,Short-Term,not_popular
4473,KoKo no Ie – quiet area and near BTS Onnut station,Phra Khanong,13.70435,100.60673,Entire home/apt,1250,3,3,0.05,1,0,Short-Term,not_popular
4474,1分钟到BTS (1min to BTS) ขข,Ratchathewi,13.75061,100.53055,Entire home/apt,1529,1,37,0.62,31,0,Short-Term,not_popular
4475,1分钟到BTS (1min to BTS) ขค,Ratchathewi,13.75052,100.53075,Entire home/apt,1529,1,7,0.12,31,0,Short-Term,not_popular
4476,1分钟到BTS (1min to BTS) คก,Ratchathewi,13.75268,100.53202,Entire home/apt,1679,1,16,0.27,31,5,Short-Term,not_popular
4477,1分钟到BTS (1min to BTS) คข,Ratchathewi,13.75234,100.53024,Entire home/apt,1486,1,98,1.65,31,24,Short-Term,not_popular
4478,1分钟到BTS (1min to BTS) คค,Ratchathewi,13.75077,100.53212,Entire home/apt,1529,1,110,1.85,31,32,Short-Term,popular
4479,Studio room 8Floor  @Silom area near BTS Station,Bang Rak,13.72421,100.52836,Private room,1500,2,25,0.42,1,1,Short-Term,not_popular
4480,巴查拉7巷私人度假公寓,Huai Khwang,13.77666,100.5809,Private room,895,2,0,0.0,1,0,Short-Term,not_popular
4481,Great location 100m. MRT Sky Train,Bang Sue,13.80726,100.52792,Private room,900,7,10,0.17,1,3,Short-Term,not_popular
4482,New siam palace ville Hotel /Including breakfast,Phra Nakhon,13.75993,100.49303,Private room,1250,1,3,0.05,5,0,Short-Term,not_popular
4483,Unio Rama 2 Road.  (1 Bedroom Apartment),Bang Khun thain,13.66178,100.44252,Entire home/apt,850,360,1,0.02,1,0,Long-Term,not_popular
4484,Bangkok Luxury Condo 2BR MRT PhahonYothin  Big C,Chatu Chak,13.81015,100.56736,Entire home/apt,1600,200,83,1.43,4,0,Long-Term,not_popular
4485,The Bohemian Pool House,Bang Kho laen,13.69925,100.51088,Entire home/apt,2499,1,118,1.98,1,0,Short-Term,popular
4486,1分钟到BTS (1min to BTS) งก,Ratchathewi,13.75229,100.5321,Entire home/apt,1615,1,28,0.47,31,22,Short-Term,not_popular
4487,1分钟到BTS (1min to BTS) งข,Ratchathewi,13.75055,100.53214,Entire home/apt,1529,1,7,0.12,31,0,Short-Term,not_popular
4488,1分钟到BTS (1min to BTS) งค,Ratchathewi,13.75063,100.5323,Entire home/apt,1200,1,36,0.62,31,7,Short-Term,not_popular
4489,1分钟到BTS (1min to BTS) จก,Ratchathewi,13.75071,100.53021,Entire home/apt,1529,1,44,0.86,31,18,Short-Term,not_popular
4490,1分钟到BTS (1min to BTS) จข,Ratchathewi,13.75239,100.53064,Entire home/apt,1529,1,89,1.57,31,12,Short-Term,not_popular
4491,空铁旁边的两居室-深植泰国社区,Khlong San,13.7185,100.49562,Entire home/apt,1251,180,1,0.02,2,0,Long-Term,not_popular
4492,1分钟到BTS (1min to BTS) จค,Ratchathewi,13.7507,100.52942,Entire home/apt,1529,1,12,0.21,31,3,Short-Term,not_popular
4493,Private Friends for 4 people,Vadhana,13.73034,100.58061,Private room,2310,1,1,0.02,9,0,Short-Term,not_popular
4494,Happy Pool Terrace Donmuang Airport,Don Mueang,13.92736,100.58504,Private room,2300,30,0,0.0,1,0,Long-Term,not_popular
4495,Bed in 4-Bed Mixed Dorm,Vadhana,13.73034,100.58061,Shared room,574,1,2,0.04,9,0,Short-Term,not_popular
4496,Bed in 4-Bed Female Dorm,Vadhana,13.73034,100.58061,Shared room,574,1,6,0.11,9,0,Short-Term,not_popular
4497,Bed in 6-Bed Mixed Dorm,Vadhana,13.73034,100.58061,Shared room,405,1,5,0.08,9,0,Short-Term,not_popular
4498,หมู่บ้านเดอะคอนเนค 37 หลักสี่ - ดอนเมือง,Don Mueang,13.91693,100.58549,Private room,3000,2,0,0.0,1,0,Short-Term,not_popular
4499,Stunning River and Skyline Views Luxury BKK Condo,Bang Rak,13.72968,100.51636,Entire home/apt,1333,85,0,0.0,1,0,Long-Term,not_popular
4500,2BR for 3PAX: 1-Min from BTS Nana,Khlong Toei,13.73937,100.55521,Entire home/apt,3900,2,60,1.0,13,5,Short-Term,not_popular
4501,Full Service Apartment (5 mins to Emquartier/BTS),Khlong Toei,13.72652,100.57185,Entire home/apt,1490,2,92,1.55,10,9,Short-Term,not_popular
4502,"【RIVER】#1 Location & View @High Floor, Free WIFI",Khlong San,13.71922,100.50983,Entire home/apt,1260,30,16,0.27,2,0,Long-Term,not_popular
4503,2BR for 4PAX: 1-Min from BTS Nana,Khlong Toei,13.73937,100.55521,Entire home/apt,4420,2,74,1.24,13,18,Short-Term,not_popular
4504,黄金地段(Lebua莲花酒店)同楼，一房一大厅公寓房，离轻轨(BTS)500米,Bang Rak,13.72136,100.51804,Private room,1880,2,0,0.0,2,0,Short-Term,not_popular
4505,2BedR-2BathR-Wifi-BTS-Riverview-pool-gymUpto 6 bed,Khlong San,13.72312,100.50984,Entire home/apt,2250,3,174,2.9,1,22,Short-Term,popular
4506,Cozy and Modern room close to MRT,Bang Sue,13.81987,100.53307,Entire home/apt,790,30,0,0.0,1,0,Long-Term,not_popular
4507,"25% Off 2 Beds Bangkok City Remarkable Choice, BTS",Khlong Toei,13.71182,100.59237,Entire home/apt,1363,30,41,0.68,36,0,Long-Term,not_popular
4508,F5: Focus Ploenchit/1BR/Downtown/BTS/FreeWifi/Pool,Khlong Toei,13.73972,100.55177,Entire home/apt,1219,2,94,1.59,7,22,Short-Term,not_popular
4509,F8: Focus Ploenchit/1BR/Downtown/BTS/FreeWifi/Pool,Khlong Toei,13.74102,100.55144,Entire home/apt,1707,2,68,1.15,7,13,Short-Term,not_popular
4510,F7: Focus Ploenchit/2BR/Downtown/BTS/FreeWifi/Pool,Khlong Toei,13.7398329,100.5516712,Private room,2261,2,84,1.4,7,20,Short-Term,not_popular
4511,Mid Town Condo 3 bedrooms near Skytrain,Bang Rak,13.72501,100.53047,Entire home/apt,4000,1,117,1.95,10,15,Short-Term,popular
4512,"A Space Me,Sukhumvit 77 Relax and Comfortable room",Suanluang,13.71389,100.63342,Private room,1000,2,3,0.05,1,0,Short-Term,not_popular
4513,Cheap accommodation near BTS Bang Wa Station.,Phasi Charoen,13.72156,100.45099,Private room,490,1,0,0.0,1,0,Short-Term,not_popular
4514,BB COZY HOME,Chatu Chak,13.79902,100.55594,Entire home/apt,2500,2,148,2.45,2,13,Short-Term,popular
4515,BACKPACKER Budget Apartment. 2,Din Daeng,13.793949,100.571043,Private room,550,1,126,2.07,10,11,Short-Term,popular
4516,Quiet Oasis - WHOLE apartment in heart of BKK,Khlong Toei,13.7392,100.55156,Entire home/apt,970,14,17,0.29,1,5,Short-Term,not_popular
4517,New siam palace ville / included breakfast,Phra Nakhon,13.75988,100.49307,Private room,1250,1,11,0.18,5,0,Short-Term,not_popular
4518,1 Bedroom Near Thonglor,Huai Khwang,13.74577,100.58229,Private room,1466,1,0,0.0,1,0,Short-Term,not_popular
4519,Walk 1min. to Big Shopping mall +BRT/BTS,Sathon,13.71839,100.53214,Entire home/apt,1000,2,3,0.05,1,0,Short-Term,not_popular
4520,"Better Moon : Near Dawn - Family room, 4beds",Vadhana,13.70824,100.60072,Entire home/apt,1930,1,13,0.23,10,5,Short-Term,not_popular
4521,Center of Pratunam near Shopping Center / Siam,Ratchathewi,13.7531,100.53755,Entire home/apt,1280,2,60,1.01,10,0,Short-Term,not_popular
4522,Black Tiger,Huai Khwang,13.781975746154783,100.5790023803711,Entire home/apt,447,2,3,0.05,8,1,Short-Term,not_popular
4523,Rama9condo​ MRT​ private​ near​ Central​,Huai Khwang,13.76036,100.57082,Private room,2200,3,1,0.02,5,0,Short-Term,not_popular
4524,BKK large apt. near Sathon-ICONSIAM,Khlong San,13.7126,100.49851,Entire home/apt,1550,30,0,0.0,2,0,Long-Term,not_popular
4525,Private Twin Bunk Bed with Bathroom-Khaosan,Phra Nakhon,13.76132,100.49983,Private room,1114,1,3,0.05,6,0,Short-Term,not_popular
4526,New room BTS Ekamai-SkyTrain - 5 mins walk-Top Fl,Khlong Toei,13.715,100.58219,Entire home/apt,669,1,44,0.75,2,11,Short-Term,not_popular
4527,Deluxe01~ Chamberlain Residence Bangkok,Bang Rak,13.72257,100.51923,Private room,1200,2,57,0.97,14,1,Short-Term,not_popular
4528,"★★★★★ House in Historical Area,near River • 8-12pp",Khlong San,13.73391,100.49618,Entire home/apt,4786,1,54,0.91,3,4,Short-Term,not_popular
4529,Horseman Studio,Phaya Thai,13.77637,100.54179,Private room,1271,3,45,0.76,1,13,Short-Term,not_popular
4530,P.S.P. Home (Twin Bed),Chatu Chak,13.81956,100.58674,Private room,1100,1,0,0.0,1,0,Short-Term,not_popular
4531,ガモン病院から徒歩圏内で通院にも便利！日本人におすすめのシェアハウス！,Wang Thong Lang,13.77161,100.61295,Private room,1800,2,0,0.0,1,0,Short-Term,not_popular
